County,UAT,p_PARTIDUL SOCIAL DEMOCRAT,p_PARTIDUL NAȚIONAL LIBERAL,p_ALIANȚA USR PLUS,p_None,p_PARTIDUL MIȘCAREA POPULARĂ,p_PARTIDUL PRO ROMÂNIA,p_PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE,p_PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL),p_ALIANȚA PENTRU UNIREA ROMÂNILOR,p_PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT,p_UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,p_PARTIDUL VERDE,p_PARTIDUL ACȚIUNEA NAȚIONALĂ ALBA,p_PARTIDUL FORȚA IDENTITĂȚII NAȚIONALE,p_PARTIDUL ROMÂNIA MARE,p_PARTIDUL POPULAR MAGHIAR DIN TRANSILVANIA,p_PARTIDUL PHRALIPE AL ROMILOR,cl_PARTIDUL SOCIAL DEMOCRAT,cl_PARTIDUL NAȚIONAL LIBERAL,cl_ALIANȚA USR PLUS,cl_None,cl_PARTIDUL MIȘCAREA POPULARĂ,cl_PARTIDUL PRO ROMÂNIA,cl_PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE,cl_PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL),cl_ALIANȚA PENTRU UNIREA ROMÂNILOR,cl_PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT,cl_UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,cl_PARTIDUL VERDE,cl_PARTIDUL ACȚIUNEA NAȚIONALĂ ALBA,cl_PARTIDUL FORȚA IDENTITĂȚII NAȚIONALE,cl_PARTIDUL ROMÂNIA MARE,cl_PARTIDUL POPULAR MAGHIAR DIN TRANSILVANIA,cl_PARTIDUL PHRALIPE AL ROMILOR,cj_PARTIDUL SOCIAL DEMOCRAT,cj_PARTIDUL NAȚIONAL LIBERAL,cj_ALIANȚA USR PLUS,cj_None,cj_PARTIDUL MIȘCAREA POPULARĂ,cj_PARTIDUL PRO ROMÂNIA,cj_PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE,cj_PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL),cj_ALIANȚA PENTRU UNIREA ROMÂNILOR,cj_PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT,cj_UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,cj_PARTIDUL VERDE,cj_PARTIDUL ACȚIUNEA NAȚIONALĂ ALBA,cj_PARTIDUL FORȚA IDENTITĂȚII NAȚIONALE,cj_PARTIDUL ROMÂNIA MARE,cj_PARTIDUL POPULAR MAGHIAR DIN TRANSILVANIA,cj_PARTIDUL PHRALIPE AL ROMILOR,pcj_PARTIDUL SOCIAL DEMOCRAT,pcj_PARTIDUL NAȚIONAL LIBERAL,pcj_ALIANȚA USR PLUS,pcj_None,pcj_PARTIDUL MIȘCAREA POPULARĂ,pcj_PARTIDUL PRO ROMÂNIA,pcj_PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE,pcj_PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL),pcj_ALIANȚA PENTRU UNIREA ROMÂNILOR,pcj_PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT,pcj_UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,pcj_PARTIDUL VERDE,pcj_PARTIDUL ACȚIUNEA NAȚIONALĂ ALBA,pcj_PARTIDUL FORȚA IDENTITĂȚII NAȚIONALE,pcj_PARTIDUL ROMÂNIA MARE,pcj_PARTIDUL POPULAR MAGHIAR DIN TRANSILVANIA,pcj_PARTIDUL PHRALIPE AL ROMILOR
ALBA,ALBAC,56957.0,164153.0,31380.0,301849.0,13760.0,8402.0,11465.0,1530.0,8593.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,56957.0,164153.0,31380.0,302862.0,13760.0,8402.0,11465.0,1530.0,8593.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,56957.0,164153.0,31380.0,303847.0,13760.0,8402.0,11465.0,1530.0,8593.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,57100.0,164860.0,31435.0,303847.0,13769.0,8417.0,11520.0,1537.0,8608.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,ALMAŞU MARE,57132.0,165185.0,31558.0,303847.0,13955.0,8571.0,11520.0,1537.0,8608.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,57132.0,165185.0,31558.0,304655.0,13955.0,8571.0,11520.0,1537.0,8608.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,57132.0,165185.0,31558.0,305456.0,13955.0,8571.0,11520.0,1537.0,8608.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,57229.0,165517.0,31648.0,305456.0,14107.0,8649.0,11553.0,1545.0,8622.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,ARIEŞENI,57825.0,166174.0,31648.0,305456.0,14107.0,8649.0,11553.0,1545.0,8622.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,57825.0,166174.0,31648.0,306704.0,14107.0,8649.0,11553.0,1545.0,8622.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,57825.0,166174.0,31648.0,307916.0,14107.0,8649.0,11553.0,1545.0,8622.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,58341.0,166832.0,31656.0,307916.0,14121.0,8673.0,11564.0,1546.0,8630.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,AVRAM IANCU,58471.0,167507.0,31656.0,307916.0,14156.0,8673.0,11581.0,1546.0,8630.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,58471.0,167507.0,31656.0,308750.0,14156.0,8673.0,11581.0,1546.0,8630.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,58471.0,167507.0,31656.0,309554.0,14156.0,8673.0,11581.0,1546.0,8630.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,58564.0,168101.0,31671.0,309554.0,14182.0,8686.0,11598.0,1577.0,8667.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,BERGHIN,58634.0,168624.0,31671.0,309554.0,14268.0,8686.0,11598.0,1577.0,8667.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,58634.0,168624.0,31671.0,310234.0,14268.0,8686.0,11598.0,1577.0,8667.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,58634.0,168624.0,31671.0,310885.0,14268.0,8686.0,11598.0,1577.0,8667.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,58692.0,169103.0,31690.0,310885.0,14334.0,8708.0,11607.0,1580.0,8683.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,BISTRA,58891.0,170712.0,31690.0,310885.0,14385.0,8708.0,11668.0,1700.0,8683.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,58891.0,170712.0,31690.0,312906.0,14385.0,8708.0,11668.0,1700.0,8683.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,58891.0,170712.0,31690.0,314900.0,14385.0,8708.0,11668.0,1700.0,8683.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,59245.0,172130.0,31717.0,314900.0,14423.0,8770.0,11710.0,1759.0,8715.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,BLANDIANA,59475.0,172542.0,31717.0,314900.0,14423.0,8770.0,11710.0,1759.0,8715.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,59475.0,172542.0,31717.0,315529.0,14423.0,8770.0,11710.0,1759.0,8715.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,59475.0,172542.0,31717.0,316132.0,14423.0,8770.0,11710.0,1759.0,8715.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,59618.0,172961.0,31741.0,316132.0,14435.0,8781.0,11715.0,1765.0,8724.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,BUCERDEA GRÂNOASĂ,59884.0,173580.0,31741.0,316132.0,14667.0,8781.0,11715.0,1765.0,8724.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,59884.0,173580.0,31741.0,317235.0,14667.0,8781.0,11715.0,1765.0,8724.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,59884.0,173580.0,31741.0,318295.0,14667.0,8781.0,11715.0,1765.0,8724.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,60075.0,174230.0,31762.0,318295.0,14827.0,8795.0,11749.0,1768.0,8744.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,BUCIUM,60635.0,174394.0,31762.0,318295.0,14827.0,8834.0,11749.0,1768.0,8744.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,60635.0,174394.0,31762.0,319059.0,14827.0,8834.0,11749.0,1768.0,8744.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,60635.0,174394.0,31762.0,319792.0,14827.0,8834.0,11749.0,1768.0,8744.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,61003.0,174686.0,31776.0,319792.0,14835.0,8857.0,11783.0,1768.0,8762.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,CÂLNIC,61144.0,174941.0,31776.0,320291.0,14987.0,8857.0,11783.0,1768.0,8762.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,61144.0,174941.0,31776.0,321279.0,14987.0,8857.0,11783.0,1768.0,8762.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,61144.0,174941.0,31776.0,322212.0,14987.0,8857.0,11783.0,1768.0,8762.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,61324.0,175400.0,31876.0,322212.0,15174.0,8879.0,11791.0,1777.0,8775.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,CENADE,61349.0,175813.0,31876.0,322212.0,15174.0,8879.0,11791.0,1777.0,8775.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,61349.0,175813.0,31876.0,322652.0,15174.0,8879.0,11791.0,1777.0,8775.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,61349.0,175813.0,31876.0,323079.0,15174.0,8879.0,11791.0,1777.0,8775.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,61372.0,176180.0,31884.0,323079.0,15174.0,8880.0,11820.0,1779.0,8777.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,CERGĂU,61481.0,176776.0,31979.0,323079.0,15174.0,8990.0,11820.0,1779.0,8777.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,61481.0,176776.0,31979.0,323982.0,15174.0,8990.0,11820.0,1779.0,8777.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,61481.0,176776.0,31979.0,324864.0,15174.0,8990.0,11820.0,1779.0,8777.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,61595.0,177359.0,32070.0,324864.0,15188.0,9066.0,11827.0,1779.0,8784.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,CERU-BĂCĂINŢI,61607.0,177424.0,32070.0,324864.0,15351.0,9066.0,11827.0,1779.0,8784.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,61607.0,177424.0,32070.0,325103.0,15351.0,9066.0,11827.0,1779.0,8784.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,61607.0,177424.0,32070.0,325329.0,15351.0,9066.0,11827.0,1779.0,8784.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,61620.0,177540.0,32073.0,325329.0,15453.0,9068.0,11827.0,1779.0,8784.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,CETATEA DE BALTĂ,61932.0,178384.0,32073.0,325329.0,15453.0,9068.0,11827.0,1779.0,8784.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,61932.0,178384.0,32073.0,326461.0,15453.0,9068.0,11827.0,1779.0,8784.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,61932.0,178384.0,32073.0,327546.0,15453.0,9068.0,11827.0,1779.0,8784.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,62206.0,179097.0,32099.0,327546.0,15478.0,9077.0,11843.0,1787.0,8813.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,CIUGUD,62206.0,179097.0,32099.0,329073.0,15684.0,9077.0,11843.0,1787.0,8813.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,62206.0,179097.0,32099.0,330845.0,15684.0,9077.0,11843.0,1787.0,8813.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,62206.0,179097.0,32099.0,332571.0,15684.0,9077.0,11843.0,1787.0,8813.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,62373.0,180236.0,32245.0,332571.0,15857.0,9115.0,11877.0,1799.0,8860.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,CIURULEASA,62992.0,180292.0,32245.0,332571.0,15870.0,9115.0,11877.0,1799.0,8876.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,62992.0,180292.0,32245.0,333260.0,15870.0,9115.0,11877.0,1799.0,8876.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,62992.0,180292.0,32245.0,333924.0,15870.0,9115.0,11877.0,1799.0,8876.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,63424.0,180461.0,32261.0,333924.0,15882.0,9122.0,11891.0,1805.0,8896.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,CRĂCIUNELU DE JOS,63482.0,181069.0,32261.0,334072.0,16090.0,9157.0,11891.0,1805.0,8896.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,63482.0,181069.0,32261.0,335123.0,16090.0,9157.0,11891.0,1805.0,8896.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,63482.0,181069.0,32261.0,336149.0,16090.0,9157.0,11891.0,1805.0,8896.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,63585.0,181682.0,32336.0,336149.0,16237.0,9216.0,11911.0,1811.0,8911.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,CRICĂU,63646.0,182169.0,32336.0,336149.0,16237.0,9216.0,12561.0,1811.0,8924.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,63646.0,182169.0,32336.0,337346.0,16237.0,9216.0,12561.0,1811.0,8924.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,63646.0,182169.0,32336.0,338527.0,16237.0,9216.0,12561.0,1811.0,8924.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,63754.0,182763.0,32379.0,338527.0,16258.0,9227.0,12975.0,1812.0,8940.0,335.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,CUT,63892.0,183185.0,32409.0,338527.0,16331.0,9227.0,12975.0,1812.0,8940.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,63892.0,183185.0,32409.0,339245.0,16331.0,9227.0,12975.0,1812.0,8940.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,63892.0,183185.0,32409.0,339952.0,16331.0,9227.0,12975.0,1812.0,8940.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,64056.0,183609.0,32447.0,339952.0,16398.0,9233.0,12976.0,1815.0,8957.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,DAIA ROMÂNĂ,64167.0,184853.0,32447.0,339952.0,16504.0,9233.0,12976.0,1815.0,8957.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,64167.0,184853.0,32447.0,341416.0,16504.0,9233.0,12976.0,1815.0,8957.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,64167.0,184853.0,32447.0,342820.0,16504.0,9233.0,12976.0,1815.0,8957.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,64262.0,186089.0,32466.0,342820.0,16563.0,9240.0,12981.0,1816.0,8967.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,DOŞTAT,64290.0,186519.0,32466.0,342820.0,16563.0,9240.0,13064.0,1816.0,8967.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,64290.0,186519.0,32466.0,343351.0,16563.0,9240.0,13064.0,1816.0,8967.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,64290.0,186519.0,32466.0,343864.0,16563.0,9240.0,13064.0,1816.0,8967.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,64325.0,186918.0,32468.0,343864.0,16577.0,9245.0,13127.0,1816.0,8975.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,FĂRĂU,64349.0,187638.0,32596.0,343864.0,16577.0,9245.0,13127.0,1816.0,8975.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,64349.0,187638.0,32596.0,344719.0,16577.0,9245.0,13127.0,1816.0,8975.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,64349.0,187638.0,32596.0,345553.0,16577.0,9245.0,13127.0,1816.0,8975.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,64396.0,188328.0,32658.0,345553.0,16585.0,9263.0,13140.0,1818.0,8987.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,GALDA DE JOS,64979.0,189093.0,32786.0,345553.0,17063.0,9334.0,13140.0,1841.0,8987.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,64979.0,189093.0,32786.0,347587.0,17063.0,9334.0,13140.0,1841.0,8987.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,64979.0,189093.0,32786.0,349596.0,17063.0,9334.0,13140.0,1841.0,8987.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,65473.0,189942.0,32915.0,349596.0,17423.0,9386.0,13201.0,1874.0,9027.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,GÂRBOVA,65999.0,190457.0,32915.0,349596.0,17423.0,9386.0,13201.0,1874.0,9027.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,65999.0,190457.0,32915.0,350607.0,17423.0,9386.0,13201.0,1874.0,9027.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,65999.0,190457.0,32915.0,351574.0,17423.0,9386.0,13201.0,1874.0,9027.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,66436.0,190968.0,32922.0,351574.0,17470.0,9395.0,13202.0,1877.0,9035.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,GÂRDA DE SUS,66501.0,191395.0,32922.0,351574.0,17470.0,9680.0,13309.0,1877.0,9035.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,66501.0,191395.0,32922.0,352433.0,17470.0,9680.0,13309.0,1877.0,9035.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,66501.0,191395.0,32922.0,353263.0,17470.0,9680.0,13309.0,1877.0,9035.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,66608.0,191893.0,32942.0,353263.0,17491.0,9810.0,13372.0,1890.0,9049.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,HOPÂRTA,66665.0,192348.0,32942.0,353263.0,17506.0,9810.0,13372.0,1890.0,9049.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,66665.0,192348.0,32942.0,353791.0,17506.0,9810.0,13372.0,1890.0,9049.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,66665.0,192348.0,32942.0,354302.0,17506.0,9810.0,13372.0,1890.0,9049.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,66720.0,192769.0,32947.0,354302.0,17530.0,9822.0,13375.0,1891.0,9053.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,HOREA,67070.0,193593.0,32947.0,354302.0,17530.0,9822.0,13375.0,1891.0,9053.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,67070.0,193593.0,32947.0,355461.0,17530.0,9822.0,13375.0,1891.0,9053.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,67070.0,193593.0,32947.0,356585.0,17530.0,9822.0,13375.0,1891.0,9053.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,67352.0,194369.0,32972.0,356585.0,17553.0,9850.0,13385.0,1895.0,9062.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,IGHIU,67900.0,195950.0,33718.0,356585.0,17728.0,9850.0,13385.0,1895.0,9062.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,67900.0,195950.0,33718.0,359608.0,17728.0,9850.0,13385.0,1895.0,9062.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,67900.0,195950.0,33718.0,362560.0,17728.0,9850.0,13385.0,1895.0,9062.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,68352.0,197624.0,34198.0,362560.0,17868.0,9938.0,13437.0,1905.0,9175.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,ÎNTREGALDE,68355.0,197793.0,34198.0,362779.0,17868.0,9938.0,13437.0,1905.0,9175.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,68355.0,197793.0,34198.0,363161.0,17868.0,9938.0,13437.0,1905.0,9175.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,68355.0,197793.0,34198.0,363526.0,17868.0,9938.0,13437.0,1905.0,9175.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,68383.0,197973.0,34203.0,363526.0,17976.0,9942.0,13489.0,1908.0,9176.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,JIDVEI,68383.0,200096.0,34203.0,363526.0,18007.0,9942.0,13489.0,1908.0,9379.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,68383.0,200096.0,34203.0,365836.0,18007.0,9942.0,13489.0,1908.0,9379.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,68383.0,200096.0,34203.0,368076.0,18007.0,9942.0,13489.0,1908.0,9379.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,68528.0,201989.0,34232.0,368076.0,18030.0,9972.0,13523.0,1914.0,9497.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,LIVEZILE,68715.0,202588.0,34232.0,368076.0,18057.0,9972.0,13523.0,1914.0,9497.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,68715.0,202588.0,34232.0,368878.0,18057.0,9972.0,13523.0,1914.0,9497.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,68715.0,202588.0,34232.0,369645.0,18057.0,9972.0,13523.0,1914.0,9497.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0,68855.0,203194.0,34239.0,369645.0,18077.0,9987.0,13525.0,1916.0,9501.0,396.0,1555.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,LOPADEA NOUĂ,68884.0,204207.0,34239.0,369645.0,18089.0,9987.0,13525.0,1916.0,9501.0,396.0,2215.0,884.0,1556.0,90.0,31.0,106.0,66.0,68884.0,204207.0,34239.0,371353.0,18089.0,9987.0,13525.0,1916.0,9501.0,396.0,2215.0,884.0,1556.0,90.0,31.0,106.0,66.0,68884.0,204207.0,34239.0,373036.0,18089.0,9987.0,13525.0,1916.0,9501.0,396.0,2215.0,884.0,1556.0,90.0,31.0,106.0,66.0,69002.0,205461.0,34300.0,373036.0,18113.0,10011.0,13545.0,1922.0,9516.0,396.0,2215.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,LUNCA MUREŞULUI,69002.0,205803.0,34318.0,373036.0,18113.0,10011.0,13924.0,1922.0,9516.0,396.0,2784.0,884.0,1556.0,90.0,31.0,106.0,66.0,69002.0,205803.0,34318.0,374293.0,18113.0,10011.0,13924.0,1922.0,9516.0,396.0,2784.0,884.0,1556.0,90.0,31.0,106.0,66.0,69002.0,205803.0,34318.0,375534.0,18113.0,10011.0,13924.0,1922.0,9516.0,396.0,2784.0,884.0,1556.0,90.0,31.0,106.0,66.0,69142.0,206315.0,34391.0,375534.0,18157.0,10039.0,14243.0,1930.0,9545.0,396.0,2784.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,LUPŞA,69437.0,206773.0,35216.0,375534.0,18214.0,10076.0,14274.0,1930.0,9566.0,396.0,2784.0,884.0,1556.0,90.0,31.0,106.0,66.0,69437.0,206773.0,35216.0,377231.0,18214.0,10076.0,14274.0,1930.0,9566.0,396.0,2784.0,884.0,1556.0,90.0,31.0,106.0,66.0,69437.0,206773.0,35216.0,378894.0,18214.0,10076.0,14274.0,1930.0,9566.0,396.0,2784.0,884.0,1556.0,90.0,31.0,106.0,66.0,69799.0,207426.0,35616.0,378894.0,18315.0,10114.0,14342.0,1941.0,9621.0,396.0,2784.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,METEŞ,70368.0,208202.0,35697.0,378894.0,18315.0,10194.0,14360.0,1977.0,9621.0,396.0,2784.0,884.0,1556.0,90.0,31.0,106.0,66.0,70368.0,208202.0,35697.0,380423.0,18315.0,10194.0,14360.0,1977.0,9621.0,396.0,2784.0,884.0,1556.0,90.0,31.0,106.0,66.0,70368.0,208202.0,35697.0,381903.0,18315.0,10194.0,14360.0,1977.0,9621.0,396.0,2784.0,884.0,1556.0,90.0,31.0,106.0,66.0,70807.0,208996.0,35777.0,381903.0,18350.0,10264.0,14399.0,2005.0,9667.0,396.0,2784.0,884.0,1556.0,90.0,31.0,106.0,66.0
ALBA,MIHALŢ,71230.0,210184.0,35876.0,381903.0,18531.0,10264.0,14399.0,2005.0,9685.0,396.0,2784.0,884.0,1556.0,90.0,31.0,106.0,66.0,71230.0,210184.0,35876.0,383800.0,18531.0,10264.0,14399.0,2005.0,9685.0,396.0,2784.0,884.0,1556.0,90.0,31.0,106.0,66.0,71230.0,210184.0,35876.0,385662.0,18531.0,10264.0,14399.0,2005.0,9685.0,396.0,2784.0,884.0,1556.0,90.0,31.0,106.0,66.0,71592.0,211402.0,35953.0,385662.0,18668.0,10293.0,14437.0,2007.0,9708.0,396.0,2784.0,884.0,1556.0,90.0,31.0,106.0,66.0
