County,UAT,p_PARTIDUL SOCIAL DEMOCRAT,p_PARTIDUL NAȚIONAL LIBERAL,p_ALIANȚA USR PLUS,p_None,p_PARTIDUL MIȘCAREA POPULARĂ,p_PARTIDUL PRO ROMÂNIA,p_PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE,p_PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL),p_ALIANȚA PENTRU UNIREA ROMÂNILOR,p_PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT,p_UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,p_PARTIDUL VERDE,p_PARTIDUL ACȚIUNEA NAȚIONALĂ ALBA,p_PARTIDUL FORȚA IDENTITĂȚII NAȚIONALE,p_PARTIDUL ROMÂNIA MARE,p_PARTIDUL POPULAR MAGHIAR DIN TRANSILVANIA,p_PARTIDUL PHRALIPE AL ROMILOR,cl_PARTIDUL SOCIAL DEMOCRAT,cl_PARTIDUL NAȚIONAL LIBERAL,cl_ALIANȚA USR PLUS,cl_None,cl_PARTIDUL MIȘCAREA POPULARĂ,cl_PARTIDUL PRO ROMÂNIA,cl_PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE,cl_PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL),cl_ALIANȚA PENTRU UNIREA ROMÂNILOR,cl_PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT,cl_UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,cl_PARTIDUL VERDE,cl_PARTIDUL ACȚIUNEA NAȚIONALĂ ALBA,cl_PARTIDUL FORȚA IDENTITĂȚII NAȚIONALE,cl_PARTIDUL ROMÂNIA MARE,cl_PARTIDUL POPULAR MAGHIAR DIN TRANSILVANIA,cl_PARTIDUL PHRALIPE AL ROMILOR,cj_PARTIDUL SOCIAL DEMOCRAT,cj_PARTIDUL NAȚIONAL LIBERAL,cj_ALIANȚA USR PLUS,cj_None,cj_PARTIDUL MIȘCAREA POPULARĂ,cj_PARTIDUL PRO ROMÂNIA,cj_PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE,cj_PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL),cj_ALIANȚA PENTRU UNIREA ROMÂNILOR,cj_PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT,cj_UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,cj_PARTIDUL VERDE,cj_PARTIDUL ACȚIUNEA NAȚIONALĂ ALBA,cj_PARTIDUL FORȚA IDENTITĂȚII NAȚIONALE,cj_PARTIDUL ROMÂNIA MARE,cj_PARTIDUL POPULAR MAGHIAR DIN TRANSILVANIA,cj_PARTIDUL PHRALIPE AL ROMILOR,pcj_PARTIDUL SOCIAL DEMOCRAT,pcj_PARTIDUL NAȚIONAL LIBERAL,pcj_ALIANȚA USR PLUS,pcj_None,pcj_PARTIDUL MIȘCAREA POPULARĂ,pcj_PARTIDUL PRO ROMÂNIA,pcj_PARTIDUL ALIANŢA LIBERALILOR ŞI DEMOCRAŢILOR – ALDE,pcj_PARTIDUL PUTERII UMANISTE (SOCIAL-LIBERAL),pcj_ALIANȚA PENTRU UNIREA ROMÂNILOR,pcj_PARTIDUL NAȚIONAL ȚĂRĂNESC CREȘTIN DEMOCRAT,pcj_UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,pcj_PARTIDUL VERDE,pcj_PARTIDUL ACȚIUNEA NAȚIONALĂ ALBA,pcj_PARTIDUL FORȚA IDENTITĂȚII NAȚIONALE,pcj_PARTIDUL ROMÂNIA MARE,pcj_PARTIDUL POPULAR MAGHIAR DIN TRANSILVANIA,pcj_PARTIDUL PHRALIPE AL ROMILOR
ALBA,SĂLIŞTEA,105061.0,300298.0,59344.0,556044.0,24060.0,15123.0,21170.0,2958.0,14004.0,642.0,3110.0,1686.0,3112.0,180.0,62.0,212.0,66.0,105061.0,300298.0,59344.0,557419.0,24060.0,15123.0,21170.0,2958.0,14004.0,642.0,3110.0,1686.0,3112.0,180.0,62.0,212.0,66.0,105061.0,300298.0,59344.0,558765.0,24060.0,15123.0,21170.0,2958.0,14004.0,642.0,3110.0,1686.0,3112.0,180.0,62.0,212.0,66.0,105344.0,301137.0,59416.0,558765.0,24120.0,15176.0,21193.0,2964.0,14039.0,642.0,3110.0,1686.0,3112.0,180.0,62.0,212.0,66.0
ALBA,SÂNCEL,105460.0,301812.0,59461.0,558787.0,24198.0,15239.0,21395.0,2964.0,14039.0,642.0,3110.0,1686.0,3112.0,180.0,62.0,212.0,66.0,105460.0,301812.0,59461.0,559972.0,24198.0,15239.0,21395.0,2964.0,14039.0,642.0,3110.0,1686.0,3112.0,180.0,62.0,212.0,66.0,105460.0,301812.0,59461.0,561123.0,24198.0,15239.0,21395.0,2964.0,14039.0,642.0,3110.0,1686.0,3112.0,180.0,62.0,212.0,66.0,105590.0,302492.0,59503.0,561123.0,24279.0,15290.0,21545.0,2969.0,14074.0,642.0,3110.0,1686.0,3112.0,180.0,62.0,212.0,66.0
ALBA,SÂNTIMBRU,106013.0,303325.0,59556.0,561123.0,24320.0,15317.0,21595.0,2969.0,14074.0,642.0,3110.0,1686.0,3112.0,180.0,62.0,212.0,66.0,106013.0,303325.0,59556.0,562535.0,24320.0,15317.0,21595.0,2969.0,14074.0,642.0,3110.0,1686.0,3112.0,180.0,62.0,212.0,66.0,106013.0,303325.0,59556.0,563930.0,24320.0,15317.0,21595.0,2969.0,14074.0,642.0,3110.0,1686.0,3112.0,180.0,62.0,212.0,66.0,106414.0,304123.0,59629.0,563930.0,24360.0,15341.0,21631.0,2974.0,14111.0,642.0,3110.0,1686.0,3112.0,180.0,62.0,212.0,66.0
ALBA,SĂSCIORI,106773.0,305156.0,59702.0,564051.0,25361.0,15341.0,21746.0,2974.0,14111.0,642.0,3110.0,1686.0,3112.0,180.0,62.0,212.0,66.0,106773.0,305156.0,59702.0,566728.0,25361.0,15341.0,21746.0,2974.0,14111.0,642.0,3110.0,1686.0,3112.0,180.0,62.0,212.0,66.0,106773.0,305156.0,59702.0,569351.0,25361.0,15341.0,21746.0,2974.0,14111.0,642.0,3110.0,1686.0,3112.0,180.0,62.0,212.0,66.0,107073.0,306465.0,59863.0,569351.0,26100.0,15355.0,21848.0,2983.0,14151.0,642.0,3110.0,1686.0,3112.0,180.0,62.0,212.0,66.0
ALBA,SCĂRIŞOARA,107073.0,306958.0,59863.0,569351.0,26100.0,15815.0,21848.0,2983.0,14151.0,642.0,3110.0,1686.0,3112.0,180.0,62.0,212.0,66.0,107073.0,306958.0,59863.0,570272.0,26100.0,15815.0,21848.0,2983.0,14151.0,642.0,3110.0,1686.0,3112.0,180.0,62.0,212.0,66.0,107073.0,306958.0,59863.0,571147.0,26100.0,15815.0,21848.0,2983.0,14151.0,642.0,3110.0,1686.0,3112.0,180.0,62.0,212.0,66.0,107179.0,307397.0,59902.0,571147.0,26172.0,16018.0,21877.0,2994.0,14162.0,642.0,3110.0,1686.0,3112.0,180.0,62.0,212.0,66.0
ALBA,ŞIBOT,107511.0,307826.0,59974.0,571147.0,26214.0,16246.0,21965.0,2994.0,14162.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0,107511.0,307826.0,59974.0,572403.0,26214.0,16246.0,21965.0,2994.0,14162.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0,107511.0,307826.0,59974.0,573633.0,26214.0,16246.0,21965.0,2994.0,14162.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0,107824.0,308360.0,60059.0,573633.0,26272.0,16362.0,22062.0,2997.0,14189.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0
ALBA,SOHODOL,107922.0,308929.0,60091.0,573748.0,26296.0,16373.0,22062.0,2997.0,14189.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0,107922.0,308929.0,60091.0,574574.0,26296.0,16373.0,22062.0,2997.0,14189.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0,107922.0,308929.0,60091.0,575377.0,26296.0,16373.0,22062.0,2997.0,14189.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0,108112.0,309459.0,60112.0,575377.0,26329.0,16390.0,22075.0,3006.0,14196.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0
ALBA,ŞONA,108390.0,310691.0,60112.0,575377.0,26530.0,16390.0,22180.0,3006.0,14196.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0,108390.0,310691.0,60112.0,577179.0,26530.0,16390.0,22180.0,3006.0,14196.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0,108390.0,310691.0,60112.0,578932.0,26530.0,16390.0,22180.0,3006.0,14196.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0,108612.0,311841.0,60170.0,578932.0,26658.0,16423.0,22331.0,3011.0,14220.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0
ALBA,ŞPRING,108612.0,312593.0,60265.0,578932.0,26665.0,16423.0,22331.0,3011.0,14848.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0,108612.0,312593.0,60265.0,580379.0,26665.0,16423.0,22331.0,3011.0,14848.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0,108612.0,312593.0,60265.0,581816.0,26665.0,16423.0,22331.0,3011.0,14848.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0,108702.0,313356.0,60340.0,581816.0,26681.0,16429.0,22360.0,3018.0,15317.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0
ALBA,STREMŢ,109456.0,313939.0,60340.0,581816.0,26694.0,16429.0,22360.0,3018.0,15317.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0,109456.0,313939.0,60340.0,583166.0,26694.0,16429.0,22360.0,3018.0,15317.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0,109456.0,313939.0,60340.0,584463.0,26694.0,16429.0,22360.0,3018.0,15317.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0,110052.0,314562.0,60382.0,584463.0,26717.0,16449.0,22374.0,3021.0,15341.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0
ALBA,ŞUGAG,110157.0,315673.0,60382.0,584463.0,26717.0,16573.0,22374.0,3021.0,15341.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0,110157.0,315673.0,60382.0,585779.0,26717.0,16573.0,22374.0,3021.0,15341.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0,110157.0,315673.0,60382.0,587060.0,26717.0,16573.0,22374.0,3021.0,15341.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0,110262.0,316677.0,60491.0,587060.0,26745.0,16597.0,22393.0,3026.0,15352.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0
ALBA,UNIREA,110480.0,317779.0,61063.0,587060.0,26808.0,16597.0,22393.0,3026.0,15352.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0,110480.0,317779.0,61063.0,588966.0,26808.0,16597.0,22393.0,3026.0,15352.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0,110480.0,317779.0,61063.0,590825.0,26808.0,16597.0,22393.0,3026.0,15352.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0,110738.0,318949.0,61346.0,590825.0,26869.0,16625.0,22417.0,3040.0,15388.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0
ALBA,VADU MOŢILOR,111167.0,319448.0,61346.0,590825.0,26889.0,16625.0,22417.0,3040.0,15388.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0,111167.0,319448.0,61346.0,591747.0,26889.0,16625.0,22417.0,3040.0,15388.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0,111167.0,319448.0,61346.0,592652.0,26889.0,16625.0,22417.0,3040.0,15388.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0,111409.0,319937.0,61352.0,592652.0,26908.0,16721.0,22431.0,3042.0,15394.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0
ALBA,VALEA LUNGĂ,111409.0,320652.0,61352.0,592652.0,26908.0,16721.0,22431.0,3042.0,16364.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0,111409.0,320652.0,61352.0,594306.0,26908.0,16721.0,22431.0,3042.0,16364.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0,111409.0,320652.0,61352.0,595882.0,26908.0,16721.0,22431.0,3042.0,16364.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0,111472.0,321408.0,61373.0,595882.0,26961.0,16754.0,22527.0,3043.0,16986.0,642.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0
ALBA,VIDRA,112001.0,321790.0,61384.0,595882.0,26975.0,16754.0,22540.0,3043.0,16986.0,670.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0,112001.0,321790.0,61384.0,596829.0,26975.0,16754.0,22540.0,3043.0,16986.0,670.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0,112001.0,321790.0,61384.0,597755.0,26975.0,16754.0,22540.0,3043.0,16986.0,670.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0,112385.0,322194.0,61417.0,597755.0,27030.0,16773.0,22569.0,3046.0,16998.0,670.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,66.0
ALBA,VINŢU DE JOS,113018.0,323153.0,61756.0,597755.0,27318.0,16773.0,22773.0,3046.0,17058.0,670.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,132.0,113018.0,323153.0,61756.0,600229.0,27318.0,16773.0,22773.0,3046.0,17058.0,670.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,132.0,113018.0,323153.0,61756.0,602685.0,27318.0,16773.0,22773.0,3046.0,17058.0,670.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,132.0,113524.0,324326.0,62065.0,602685.0,27520.0,16804.0,22930.0,3060.0,17186.0,670.0,3110.0,1768.0,3112.0,180.0,62.0,212.0,132.0
